2,38
2,45
2,110
2,186
2,238
2,245
2,324
2,330
2,344
2,382
2,547
2,598
2,626
2,675
2,719
2,752
2,843
3,8
3,18
3,38
3,45
3,47
3,185
3,238
3,324
3,344
3,355
3,431
3,547
3,598
3,652
3,719
3,720
7,185
8,18
8,185
8,380
12,21
13,185
14,185
18,185
18,487
18,734
24,714
28,186
28,487
28,540
28,547
30,186
30,316
31,186
32,38
32,41
32,45
32,186
32,355
32,487
33,185
33,186
33,487
34,185
34,186
34,487
37,185
37,186
37,355
37,487
37,652
37,675
37,678
38,185
38,186
38,487
39,364
46,718
47,18
47,650
47,651
48,185
48,186
52,186
54,405
55,186
55,675
55,678
56,185
57,186
57,316
63,18
63,185
63,487
65,512
66,185
81,38
81,110
81,212
81,238
81,324
81,380
81,382
81,490
81,547
81,652
81,719
81,720
81,752
82,615
84,85
86,8
86,18
92,245
92,487
93,305
94,305
101,252
110,323
110,752
111,186
111,487
111,547
111,626
111,808
112,186
112,487
112,547
112,626
112,808
113,186
113,487
113,547
113,626
113,808
118,185
118,186
118,212
118,319
118,323
118,487
118,547
118,626
118,645
118,652
118,808
119,60
120,60
126,277
127,275
128,278
129,279
130,280
131,276
132,281
133,282
134,283
135,284
136,285
137,286
138,287
139,288
140,289
141,290
142,291
143,163
144,292
145,293
147,5
148,185
149,8
149,18
149,618
150,618
160,720
161,720
162,720
166,652
168,245
169,323
169,752
169,815
173,324
174,110
175,752
185,14
186,18
188,487
211,8
212,186
212,487
212,547
212,626
214,239
214,332
214,406
214,485
214,803
214,850
215,576
216,185
217,185
218,185
220,216
223,252
226,216
227,216
235,33
235,719
235,720
239,406
239,485
239,578
240,185
240,245
240,319
240,323
240,355
240,431
240,487
240,547
240,652
240,725
241,93
241,212
241,245
241,323
241,487
242,406
242,485
242,578
243,185
243,186
243,212
243,487
243,808
243,809
243,834
244,309
244,487
245,252
246,252
252,328
252,490
256,252
257,252
258,252
259,252
260,252
261,252
262,252
263,252
264,252
265,252
265,253
266,252
267,252
268,252
269,252
270,252
271,252
272,252
273,252
273,253
274,252
275,260
276,261
277,256
278,257
279,258
280,259
281,262
282,263
283,264
284,265
285,266
286,267
287,268
288,269
289,270
290,271
291,272
292,273
293,274
296,216
297,524
298,299
299,765
301,252
301,328
301,490
303,438
304,321
304,652
304,815
306,305
307,239
307,406
307,485
307,578
309,110
309,185
309,245
309,323
309,355
309,487
309,551
309,752
311,312
312,212
312,321
312,487
313,243
313,327
315,327
315,561
317,245
317,487
317,547
317,569
317,626
317,808
318,4
318,8
318,18
318,38
318,45
318,47
318,49
318,81
318,185
318,186
318,238
318,323
318,343
318,380
318,382
318,421
318,441
318,490
318,547
318,652
318,720
319,185
319,652
320,321
320,323
321,309
321,380
321,409
321,547
323,185
323,186
323,312
323,382
323,487
323,719
324,185
324,186
324,382
329,7
329,110
329,185
329,186
329,212
329,245
329,321
329,323
329,382
329,487
329,547
329,612
329,652
329,719
329,725
329,774
329,808
329,809
330,682
332,406
332,485
332,850
333,335
334,239
334,307
335,239
335,307
336,487
337,618
340,609
342,323
342,752
342,815
343,8
343,38
343,45
343,238
343,355
343,380
343,382
343,409
343,421
343,719
343,720
345,239
345,245
345,359
345,551
355,18
355,185
355,355
359,69
361,487
368,368
368,812
371,186
371,212
371,245
371,382
371,487
371,547
371,808
372,634
377,371
378,537
380,185
380,186
380,212
380,245
380,382
380,487
380,547
380,652
380,808
380,809
382,186
382,487
387,252
388,252
389,18
390,18
390,162
405,33
405,45
405,719
405,720
406,152
408,746
409,185
409,245
409,309
409,433
409,487
413,2
419,216
421,36
421,40
421,186
421,675
421,678
421,722
422,49
423,49
424,18
424,102
424,185
424,186
424,238
424,487
424,626
424,637
424,725
424,774
425,426
426,5
426,176
426,485
426,490
429,185
429,227
429,323
429,487
429,774
429,808
431,18
431,185
431,487
433,618
439,8
439,38
439,47
439,81
439,185
439,186
439,344
439,487
439,506
439,547
440,47
440,382
440,487
440,547
440,719
440,862
441,38
442,8
442,18
442,38
442,45
442,47
442,49
442,185
442,238
442,355
442,421
442,547
442,626
442,637
442,720
442,725
487,185
487,186
487,212
487,245
487,355
487,382
487,547
487,626
487,637
487,808
487,809
488,185
488,212
488,319
488,323
488,329
488,371
488,431
488,487
488,645
488,652
488,808
488,809
489,185
489,212
489,382
489,487
489,719
489,808
495,252
497,18
497,185
506,8
506,38
506,45
506,110
506,185
506,212
506,238
506,324
506,382
506,409
506,490
506,547
506,719
506,720
506,752
508,101
508,223
508,495
508,620
512,185
512,431
513,512
516,517
517,307
522,239
522,307
523,307
528,38
529,33
529,45
529,487
532,126
532,127
532,128
532,129
532,130
532,131
532,132
532,133
532,134
532,135
533,14
534,152
534,485
540,252
543,252
544,239
544,332
544,406
544,485
544,578
544,803
545,239
545,406
545,485
545,578
547,186
547,245
547,626
548,185
548,212
548,319
548,323
548,329
548,371
548,431
548,487
548,645
548,652
548,808
548,809
551,8
551,185
551,220
551,245
551,487
553,406
553,485
553,578
555,252
556,252
559,595
560,595
561,18
561,35
561,38
561,45
561,148
561,185
561,609
561,618
561,626
564,8
564,18
564,38
564,45
564,47
564,185
564,238
564,344
564,717
564,719
564,720
566,569
576,323
583,185
583,186
583,212
583,323
583,487
583,645
583,808
584,487
592,96
592,97
592,98
593,96
593,97
593,98
598,305
601,252
609,18
609,185
609,384
609,433
609,612
612,5
614,615
615,765
618,18
618,185
618,344
618,378
618,380
618,487
618,823
619,542
620,252
621,7
621,18
621,37
621,45
621,102
621,110
621,185
621,186
621,312
621,324
621,382
621,409
621,431
621,487
621,547
621,618
621,623
621,626
621,655
621,719
621,725
621,808
623,18
623,185
623,384
623,433
623,609
